slot_id,doctor_id,clinic_id,specialty_id,slot_start,slot_end,slot_date,slot_hour,weekday_name,is_available
22,12,2,3,2025-01-01 14:00:00,2025-01-01 14:30:00,2025-01-01,14,Wednesday,1
23,13,3,3,2025-01-01 11:00:00,2025-01-01 11:30:00,2025-01-01,11,Wednesday,1
24,13,3,3,2025-01-01 13:00:00,2025-01-01 13:30:00,2025-01-01,13,Wednesday,1
25,13,3,3,2025-01-01 16:00:00,2025-01-01 16:30:00,2025-01-01,16,Wednesday,1
26,15,1,4,2025-01-01 09:00:00,2025-01-01 09:45:00,2025-01-01,9,Wednesday,1
27,15,1,4,2025-01-01 10:00:00,2025-01-01 10:45:00,2025-01-01,10,Wednesday,1
28,15,1,4,2025-01-01 13:00:00,2025-01-01 13:45:00,2025-01-01,13,Wednesday,1
29,15,1,4,2025-01-01 16:00:00,2025-01-01 16:45:00,2025-01-01,16,Wednesday,1
30,17,2,4,2025-01-01 09:00:00,2025-01-01 09:45:00,2025-01-01,9,Wednesday,1
31,17,2,4,2025-01-01 13:00:00,2025-01-01 13:45:00,2025-01-01,13,Wednesday,1
32,17,2,4,2025-01-01 15:00:00,2025-01-01 15:45:00,2025-01-01,15,Wednesday,1
33,17,2,4,2025-01-01 16:00:00,2025-01-01 16:45:00,2025-01-01,16,Wednesday,1
34,20,1,5,2025-01-01 11:00:00,2025-01-01 11:30:00,2025-01-01,11,Wednesday,1
35,20,1,5,2025-01-01 13:00:00,2025-01-01 13:30:00,2025-01-01,13,Wednesday,1
36,20,1,5,2025-01-01 14:00:00,2025-01-01 14:30:00,2025-01-01,14,Wednesday,1
37,20,1,5,2025-01-01 16:00:00,2025-01-01 16:30:00,2025-01-01,16,Wednesday,1
38,22,4,5,2025-01-01 08:00:00,2025-01-01 08:30:00,2025-01-01,8,Wednesday,1
39,22,4,5,2025-01-01 10:00:00,2025-01-01 10:30:00,2025-01-01,10,Wednesday,1
40,22,4,5,2025-01-01 16:00:00,2025-01-01 16:30:00,2025-01-01,16,Wednesday,1
41,25,3,6,2025-01-01 09:00:00,2025-01-01 09:30:00,2025-01-01,9,Wednesday,1
42,25,3,6,2025-01-01 10:00:00,2025-01-01 10:30:00,2025-01-01,10,Wednesday,1
43,25,3,6,2025-01-01 14:00:00,2025-01-01 14:30:00,2025-01-01,14,Wednesday,1
44,27,4,6,2025-01-01 08:00:00,2025-01-01 08:30:00,2025-01-01,8,Wednesday,1
45,27,4,6,2025-01-01 14:00:00,2025-01-01 14:30:00,2025-01-01,14,Wednesday,1
46,27,4,6,2025-01-01 15:00:00,2025-01-01 15:30:00,2025-01-01,15,Wednesday,1
47,28,2,7,2025-01-01 09:00:00,2025-01-01 09:45:00,2025-01-01,9,Wednesday,1
48,28,2,7,2025-01-01 11:00:00,2025-01-01 11:45:00,2025-01-01,11,Wednesday,1
49,28,2,7,2025-01-01 13:00:00,2025-01-01 13:45:00,2025-01-01,13,Wednesday,1
50,28,2,7,2025-01-01 16:00:00,2025-01-01 16:45:00,2025-01-01,16,Wednesday,1
51,30,3,7,2025-01-01 08:00:00,2025-01-01 08:45:00,2025-01-01,8,Wednesday,1
52,30,3,7,2025-01-01 14:00:00,2025-01-01 14:45:00,2025-01-01,14,Wednesday,1
53,30,3,7,2025-01-01 15:00:00,2025-01-01 15:45:00,2025-01-01,15,Wednesday,1
54,30,3,7,2025-01-01 16:00:00,2025-01-01 16:45:00,2025-01-01,16,Wednesday,1
55,32,2,8,2025-01-01 11:00:00,2025-01-01 11:30:00,2025-01-01,11,Wednesday,1
56,32,2,8,2025-01-01 13:00:00,2025-01-01 13:30:00,2025-01-01,13,Wednesday,1
57,32,2,8,2025-01-01 16:00:00,2025-01-01 16:30:00,2025-01-01,16,Wednesday,1
58,33,3,8,2025-01-01 10:00:00,2025-01-01 10:30:00,2025-01-01,10,Wednesday,1
59,33,3,8,2025-01-01 11:00:00,2025-01-01 11:30:00,2025-01-01,11,Wednesday,1
60,33,3,8,2025-01-01 14:00:00,2025-01-01 14:30:00,2025-01-01,14,Wednesday,1
61,1,1,1,2025-01-02 08:00:00,2025-01-02 08:45:00,2025-01-02,8,Thursday,1
62,1,1,1,2025-01-02 10:00:00,2025-01-02 10:45:00,2025-01-02,10,Thursday,1
63,1,1,1,2025-01-02 11:00:00,2025-01-02 11:45:00,2025-01-02,11,Thursday,1
64,3,3,1,2025-01-02 10:00:00,2025-01-02 10:45:00,2025-01-02,10,Thursday,1
65,3,3,1,2025-01-02 14:00:00,2025-01-02 14:45:00,2025-01-02,14,Thursday,1
66,3,3,1,2025-01-02 16:00:00,2025-01-02 16:45:00,2025-01-02,16,Thursday,1
67,6,2,2,2025-01-02 08:00:00,2025-01-02 08:45:00,2025-01-02,8,Thursday,1
68,6,2,2,2025-01-02 10:00:00,2025-01-02 10:45:00,2025-01-02,10,Thursday,1
69,6,2,2,2025-01-02 16:00:00,2025-01-02 16:45:00,2025-01-02,16,Thursday,1
70,8,3,2,2025-01-02 09:00:00,2025-01-02 09:45:00,2025-01-02,9,Thursday,1
71,8,3,2,2025-01-02 10:00:00,2025-01-02 10:45:00,2025-01-02,10,Thursday,1
72,8,3,2,2025-01-02 11:00:00,2025-01-02 11:45:00,2025-01-02,11,Thursday,1
73,11,1,3,2025-01-02 08:00:00,2025-01-02 08:30:00,2025-01-02,8,Thursday,1
74,11,1,3,2025-01-02 09:00:00,2025-01-02 09:30:00,2025-01-02,9,Thursday,1
75,11,1,3,2025-01-02 13:00:00,2025-01-02 13:30:00,2025-01-02,13,Thursday,1
76,18,3,4,2025-01-02 13:00:00,2025-01-02 13:45:00,2025-01-02,13,Thursday,1
77,18,3,4,2025-01-02 14:00:00,2025-01-02 14:45:00,2025-01-02,14,Thursday,1
78,18,3,4,2025-01-02 16:00:00,2025-01-02 16:45:00,2025-01-02,16,Thursday,1
79,21,2,5,2025-01-02 08:00:00,2025-01-02 08:30:00,2025-01-02,8,Thursday,1
80,21,2,5,2025-01-02 09:00:00,2025-01-02 09:30:00,2025-01-02,9,Thursday,1
81,21,2,5,2025-01-02 14:00:00,2025-01-02 14:30:00,2025-01-02,14,Thursday,1
82,21,2,5,2025-01-02 16:00:00,2025-01-02 16:30:00,2025-01-02,16,Thursday,1
83,23,1,6,2025-01-02 08:00:00,2025-01-02 08:30:00,2025-01-02,8,Thursday,1
84,23,1,6,2025-01-02 10:00:00,2025-01-02 10:30:00,2025-01-02,10,Thursday,1
85,23,1,6,2025-01-02 15:00:00,2025-01-02 15:30:00,2025-01-02,15,Thursday,1
86,23,1,6,2025-01-02 16:00:00,2025-01-02 16:30:00,2025-01-02,16,Thursday,1
87,24,2,6,2025-01-02 08:00:00,2025-01-02 08:30:00,2025-01-02,8,Thursday,1
88,24,2,6,2025-01-02 09:00:00,2025-01-02 09:30:00,2025-01-02,9,Thursday,1
89,24,2,6,2025-01-02 14:00:00,2025-01-02 14:30:00,2025-01-02,14,Thursday,1
90,24,2,6,2025-01-02 16:00:00,2025-01-02 16:30:00,2025-01-02,16,Thursday,1
91,26,4,6,2025-01-02 08:00:00,2025-01-02 08:30:00,2025-01-02,8,Thursday,1
92,26,4,6,2025-01-02 11:00:00,2025-01-02 11:30:00,2025-01-02,11,Thursday,1
93,26,4,6,2025-01-02 14:00:00,2025-01-02 14:30:00,2025-01-02,14,Thursday,1
94,26,4,6,2025-01-02 16:00:00,2025-01-02 16:30:00,2025-01-02,16,Thursday,1
95,28,2,7,2025-01-02 10:00:00,2025-01-02 10:45:00,2025-01-02,10,Thursday,1
96,28,2,7,2025-01-02 13:00:00,2025-01-02 13:45:00,2025-01-02,13,Thursday,1
97,28,2,7,2025-01-02 14:00:00,2025-01-02 14:45:00,2025-01-02,14,Thursday,1
98,28,2,7,2025-01-02 15:00:00,2025-01-02 15:45:00,2025-01-02,15,Thursday,1
99,31,1,8,2025-01-02 09:00:00,2025-01-02 09:30:00,2025-01-02,9,Thursday,1
100,31,1,8,2025-01-02 13:00:00,2025-01-02 13:30:00,2025-01-02,13,Thursday,1
101,31,1,8,2025-01-02 14:00:00,2025-01-02 14:30:00,2025-01-02,14,Thursday,1
102,31,1,8,2025-01-02 15:00:00,2025-01-02 15:30:00,2025-01-02,15,Thursday,1
103,33,3,8,2025-01-02 09:00:00,2025-01-02 09:30:00,2025-01-02,9,Thursday,1
104,33,3,8,2025-01-02 10:00:00,2025-01-02 10:30:00,2025-01-02,10,Thursday,1
105,33,3,8,2025-01-02 14:00:00,2025-01-02 14:30:00,2025-01-02,14,Thursday,1
106,33,3,8,2025-01-02 15:00:00,2025-01-02 15:30:00,2025-01-02,15,Thursday,1
107,2,2,1,2025-01-03 09:00:00,2025-01-03 09:45:00,2025-01-03,9,Friday,1
108,2,2,1,2025-01-03 11:00:00,2025-01-03 11:45:00,2025-01-03,11,Friday,1
109,2,2,1,2025-01-03 14:00:00,2025-01-03 14:45:00,2025-01-03,14,Friday,1
110,2,2,1,2025-01-03 15:00:00,2025-01-03 15:45:00,2025-01-03,15,Friday,1
111,4,3,1,2025-01-03 14:00:00,2025-01-03 14:45:00,2025-01-03,14,Friday,1
112,4,3,1,2025-01-03 15:00:00,2025-01-03 15:45:00,2025-01-03,15,Friday,1
113,4,3,1,2025-01-03 16:00:00,2025-01-03 16:45:00,2025-01-03,16,Friday,1
114,7,3,2,2025-01-03 08:00:00,2025-01-03 08:45:00,2025-01-03,8,Friday,1
115,7,3,2,2025-01-03 11:00:00,2025-01-03 11:45:00,2025-01-03,11,Friday,1
116,7,3,2,2025-01-03 14:00:00,2025-01-03 14:45:00,2025-01-03,14,Friday,1
117,9,4,2,2025-01-03 08:00:00,2025-01-03 08:45:00,2025-01-03,8,Friday,1
118,9,4,2,2025-01-03 09:00:00,2025-01-03 09:45:00,2025-01-03,9,Friday,1
119,9,4,2,2025-01-03 11:00:00,2025-01-03 11:45:00,2025-01-03,11,Friday,1
120,9,4,2,2025-01-03 16:00:00,2025-01-03 16:45:00,2025-01-03,16,Friday,1
121,10,1,3,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
122,10,1,3,2025-01-03 09:00:00,2025-01-03 09:30:00,2025-01-03,9,Friday,1
123,10,1,3,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
124,10,1,3,2025-01-03 16:00:00,2025-01-03 16:30:00,2025-01-03,16,Friday,1
125,12,2,3,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
126,12,2,3,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
127,12,2,3,2025-01-03 15:00:00,2025-01-03 15:30:00,2025-01-03,15,Friday,1
128,12,2,3,2025-01-03 16:00:00,2025-01-03 16:30:00,2025-01-03,16,Friday,1
129,14,4,3,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
130,14,4,3,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
131,14,4,3,2025-01-03 16:00:00,2025-01-03 16:30:00,2025-01-03,16,Friday,1
132,15,1,4,2025-01-03 08:00:00,2025-01-03 08:45:00,2025-01-03,8,Friday,1
133,15,1,4,2025-01-03 09:00:00,2025-01-03 09:45:00,2025-01-03,9,Friday,1
134,15,1,4,2025-01-03 14:00:00,2025-01-03 14:45:00,2025-01-03,14,Friday,1
135,17,2,4,2025-01-03 10:00:00,2025-01-03 10:45:00,2025-01-03,10,Friday,1
136,17,2,4,2025-01-03 13:00:00,2025-01-03 13:45:00,2025-01-03,13,Friday,1
137,17,2,4,2025-01-03 16:00:00,2025-01-03 16:45:00,2025-01-03,16,Friday,1
138,19,4,4,2025-01-03 08:00:00,2025-01-03 08:45:00,2025-01-03,8,Friday,1
139,19,4,4,2025-01-03 11:00:00,2025-01-03 11:45:00,2025-01-03,11,Friday,1
140,19,4,4,2025-01-03 14:00:00,2025-01-03 14:45:00,2025-01-03,14,Friday,1
141,19,4,4,2025-01-03 16:00:00,2025-01-03 16:45:00,2025-01-03,16,Friday,1
142,20,1,5,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
143,20,1,5,2025-01-03 09:00:00,2025-01-03 09:30:00,2025-01-03,9,Friday,1
144,20,1,5,2025-01-03 14:00:00,2025-01-03 14:30:00,2025-01-03,14,Friday,1
145,20,1,5,2025-01-03 15:00:00,2025-01-03 15:30:00,2025-01-03,15,Friday,1
146,22,4,5,2025-01-03 10:00:00,2025-01-03 10:30:00,2025-01-03,10,Friday,1
147,22,4,5,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
148,22,4,5,2025-01-03 14:00:00,2025-01-03 14:30:00,2025-01-03,14,Friday,1
149,24,2,6,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
150,24,2,6,2025-01-03 11:00:00,2025-01-03 11:30:00,2025-01-03,11,Friday,1
151,24,2,6,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
152,27,4,6,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
153,27,4,6,2025-01-03 15:00:00,2025-01-03 15:30:00,2025-01-03,15,Friday,1
154,27,4,6,2025-01-03 16:00:00,2025-01-03 16:30:00,2025-01-03,16,Friday,1
155,29,3,7,2025-01-03 09:00:00,2025-01-03 09:45:00,2025-01-03,9,Friday,1
156,29,3,7,2025-01-03 13:00:00,2025-01-03 13:45:00,2025-01-03,13,Friday,1
157,29,3,7,2025-01-03 16:00:00,2025-01-03 16:45:00,2025-01-03,16,Friday,1
158,32,2,8,2025-01-03 08:00:00,2025-01-03 08:30:00,2025-01-03,8,Friday,1
159,32,2,8,2025-01-03 13:00:00,2025-01-03 13:30:00,2025-01-03,13,Friday,1
160,32,2,8,2025-01-03 15:00:00,2025-01-03 15:30:00,2025-01-03,15,Friday,1
161,32,2,8,2025-01-03 16:00:00,2025-01-03 16:30:00,2025-01-03,16,Friday,1
162,3,3,1,2025-01-06 09:00:00,2025-01-06 09:45:00,2025-01-06,9,Monday,1
163,3,3,1,2025-01-06 11:00:00,2025-01-06 11:45:00,2025-01-06,11,Monday,1
164,3,3,1,2025-01-06 13:00:00,2025-01-06 13:45:00,2025-01-06,13,Monday,0
165,6,2,2,2025-01-06 08:00:00,2025-01-06 08:45:00,2025-01-06,8,Monday,1
166,6,2,2,2025-01-06 11:00:00,2025-01-06 11:45:00,2025-01-06,11,Monday,1
167,6,2,2,2025-01-06 16:00:00,2025-01-06 16:45:00,2025-01-06,16,Monday,1
168,8,3,2,2025-01-06 08:00:00,2025-01-06 08:45:00,2025-01-06,8,Monday,1
169,8,3,2,2025-01-06 13:00:00,2025-01-06 13:45:00,2025-01-06,13,Monday,1
170,8,3,2,2025-01-06 14:00:00,2025-01-06 14:45:00,2025-01-06,14,Monday,1
171,10,1,3,2025-01-06 10:00:00,2025-01-06 10:30:00,2025-01-06,10,Monday,1
172,10,1,3,2025-01-06 13:00:00,2025-01-06 13:30:00,2025-01-06,13,Monday,1
173,10,1,3,2025-01-06 14:00:00,2025-01-06 14:30:00,2025-01-06,14,Monday,1
174,10,1,3,2025-01-06 15:00:00,2025-01-06 15:30:00,2025-01-06,15,Monday,1
175,11,1,3,2025-01-06 08:00:00,2025-01-06 08:30:00,2025-01-06,8,Monday,1
176,11,1,3,2025-01-06 09:00:00,2025-01-06 09:30:00,2025-01-06,9,Monday,1
177,11,1,3,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
178,11,1,3,2025-01-06 13:00:00,2025-01-06 13:30:00,2025-01-06,13,Monday,1
179,15,1,4,2025-01-06 10:00:00,2025-01-06 10:45:00,2025-01-06,10,Monday,1
180,15,1,4,2025-01-06 14:00:00,2025-01-06 14:45:00,2025-01-06,14,Monday,1
181,15,1,4,2025-01-06 15:00:00,2025-01-06 15:45:00,2025-01-06,15,Monday,1
182,15,1,4,2025-01-06 16:00:00,2025-01-06 16:45:00,2025-01-06,16,Monday,1
183,18,3,4,2025-01-06 08:00:00,2025-01-06 08:45:00,2025-01-06,8,Monday,1
184,18,3,4,2025-01-06 13:00:00,2025-01-06 13:45:00,2025-01-06,13,Monday,1
185,18,3,4,2025-01-06 14:00:00,2025-01-06 14:45:00,2025-01-06,14,Monday,1
186,18,3,4,2025-01-06 15:00:00,2025-01-06 15:45:00,2025-01-06,15,Monday,1
187,20,1,5,2025-01-06 08:00:00,2025-01-06 08:30:00,2025-01-06,8,Monday,1
188,20,1,5,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
189,20,1,5,2025-01-06 13:00:00,2025-01-06 13:30:00,2025-01-06,13,Monday,1
190,20,1,5,2025-01-06 14:00:00,2025-01-06 14:30:00,2025-01-06,14,Monday,1
191,23,1,6,2025-01-06 10:00:00,2025-01-06 10:30:00,2025-01-06,10,Monday,0
192,23,1,6,2025-01-06 15:00:00,2025-01-06 15:30:00,2025-01-06,15,Monday,1
193,23,1,6,2025-01-06 16:00:00,2025-01-06 16:30:00,2025-01-06,16,Monday,1
194,25,3,6,2025-01-06 09:00:00,2025-01-06 09:30:00,2025-01-06,9,Monday,1
195,25,3,6,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
196,25,3,6,2025-01-06 13:00:00,2025-01-06 13:30:00,2025-01-06,13,Monday,1
197,25,3,6,2025-01-06 15:00:00,2025-01-06 15:30:00,2025-01-06,15,Monday,1
198,26,4,6,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
199,26,4,6,2025-01-06 14:00:00,2025-01-06 14:30:00,2025-01-06,14,Monday,1
200,26,4,6,2025-01-06 15:00:00,2025-01-06 15:30:00,2025-01-06,15,Monday,1
201,26,4,6,2025-01-06 16:00:00,2025-01-06 16:30:00,2025-01-06,16,Monday,1
202,28,2,7,2025-01-06 08:00:00,2025-01-06 08:45:00,2025-01-06,8,Monday,1
203,28,2,7,2025-01-06 14:00:00,2025-01-06 14:45:00,2025-01-06,14,Monday,1
204,28,2,7,2025-01-06 15:00:00,2025-01-06 15:45:00,2025-01-06,15,Monday,1
205,30,3,7,2025-01-06 09:00:00,2025-01-06 09:45:00,2025-01-06,9,Monday,1
206,30,3,7,2025-01-06 10:00:00,2025-01-06 10:45:00,2025-01-06,10,Monday,1
207,30,3,7,2025-01-06 13:00:00,2025-01-06 13:45:00,2025-01-06,13,Monday,1
208,31,1,8,2025-01-06 10:00:00,2025-01-06 10:30:00,2025-01-06,10,Monday,1
209,31,1,8,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
210,31,1,8,2025-01-06 14:00:00,2025-01-06 14:30:00,2025-01-06,14,Monday,1
211,33,3,8,2025-01-06 10:00:00,2025-01-06 10:30:00,2025-01-06,10,Monday,1
212,33,3,8,2025-01-06 11:00:00,2025-01-06 11:30:00,2025-01-06,11,Monday,1
213,33,3,8,2025-01-06 16:00:00,2025-01-06 16:30:00,2025-01-06,16,Monday,1
214,1,1,1,2025-01-07 10:00:00,2025-01-07 10:45:00,2025-01-07,10,Tuesday,1
215,1,1,1,2025-01-07 14:00:00,2025-01-07 14:45:00,2025-01-07,14,Tuesday,1
216,1,1,1,2025-01-07 16:00:00,2025-01-07 16:45:00,2025-01-07,16,Tuesday,1
217,4,3,1,2025-01-07 10:00:00,2025-01-07 10:45:00,2025-01-07,10,Tuesday,1
218,4,3,1,2025-01-07 11:00:00,2025-01-07 11:45:00,2025-01-07,11,Tuesday,1
219,4,3,1,2025-01-07 14:00:00,2025-01-07 14:45:00,2025-01-07,14,Tuesday,1
220,6,2,2,2025-01-07 08:00:00,2025-01-07 08:45:00,2025-01-07,8,Tuesday,0
221,6,2,2,2025-01-07 14:00:00,2025-01-07 14:45:00,2025-01-07,14,Tuesday,1
222,6,2,2,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07,15,Tuesday,1
223,7,3,2,2025-01-07 08:00:00,2025-01-07 08:45:00,2025-01-07,8,Tuesday,1
224,7,3,2,2025-01-07 11:00:00,2025-01-07 11:45:00,2025-01-07,11,Tuesday,1
225,7,3,2,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07,15,Tuesday,1
226,9,4,2,2025-01-07 09:00:00,2025-01-07 09:45:00,2025-01-07,9,Tuesday,1
227,9,4,2,2025-01-07 13:00:00,2025-01-07 13:45:00,2025-01-07,13,Tuesday,1
228,9,4,2,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07,15,Tuesday,1
229,14,4,3,2025-01-07 08:00:00,2025-01-07 08:30:00,2025-01-07,8,Tuesday,1
230,14,4,3,2025-01-07 09:00:00,2025-01-07 09:30:00,2025-01-07,9,Tuesday,1
231,14,4,3,2025-01-07 14:00:00,2025-01-07 14:30:00,2025-01-07,14,Tuesday,1
232,14,4,3,2025-01-07 15:00:00,2025-01-07 15:30:00,2025-01-07,15,Tuesday,1
233,16,2,4,2025-01-07 10:00:00,2025-01-07 10:45:00,2025-01-07,10,Tuesday,1
234,16,2,4,2025-01-07 11:00:00,2025-01-07 11:45:00,2025-01-07,11,Tuesday,1
235,16,2,4,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07,15,Tuesday,1
236,19,4,4,2025-01-07 08:00:00,2025-01-07 08:45:00,2025-01-07,8,Tuesday,1
237,19,4,4,2025-01-07 10:00:00,2025-01-07 10:45:00,2025-01-07,10,Tuesday,1
238,19,4,4,2025-01-07 13:00:00,2025-01-07 13:45:00,2025-01-07,13,Tuesday,1
239,19,4,4,2025-01-07 15:00:00,2025-01-07 15:45:00,2025-01-07,15,Tuesday,1
240,21,2,5,2025-01-07 08:00:00,2025-01-07 08:30:00,2025-01-07,8,Tuesday,1
241,21,2,5,2025-01-07 09:00:00,2025-01-07 09:30:00,2025-01-07,9,Tuesday,1
242,21,2,5,2025-01-07 14:00:00,2025-01-07 14:30:00,2025-01-07,14,Tuesday,1
243,21,2,5,2025-01-07 16:00:00,2025-01-07 16:30:00,2025-01-07,16,Tuesday,1
244,24,2,6,2025-01-07 10:00:00,2025-01-07 10:30:00,2025-01-07,10,Tuesday,1
245,24,2,6,2025-01-07 14:00:00,2025-01-07 14:30:00,2025-01-07,14,Tuesday,1
246,24,2,6,2025-01-07 16:00:00,2025-01-07 16:30:00,2025-01-07,16,Tuesday,1
247,26,4,6,2025-01-07 08:00:00,2025-01-07 08:30:00,2025-01-07,8,Tuesday,1
248,26,4,6,2025-01-07 13:00:00,2025-01-07 13:30:00,2025-01-07,13,Tuesday,1
249,26,4,6,2025-01-07 14:00:00,2025-01-07 14:30:00,2025-01-07,14,Tuesday,1
250,26,4,6,2025-01-07 15:00:00,2025-01-07 15:30:00,2025-01-07,15,Tuesday,1
251,29,3,7,2025-01-07 08:00:00,2025-01-07 08:45:00,2025-01-07,8,Tuesday,1
252,29,3,7,2025-01-07 11:00:00,2025-01-07 11:45:00,2025-01-07,11,Tuesday,1
253,29,3,7,2025-01-07 13:00:00,2025-01-07 13:45:00,2025-01-07,13,Tuesday,1
254,29,3,7,2025-01-07 14:00:00,2025-01-07 14:45:00,2025-01-07,14,Tuesday,0
255,31,1,8,2025-01-07 10:00:00,2025-01-07 10:30:00,2025-01-07,10,Tuesday,1
256,31,1,8,2025-01-07 11:00:00,2025-01-07 11:30:00,2025-01-07,11,Tuesday,1
257,31,1,8,2025-01-07 14:00:00,2025-01-07 14:30:00,2025-01-07,14,Tuesday,1
258,31,1,8,2025-01-07 16:00:00,2025-01-07 16:30:00,2025-01-07,16,Tuesday,1
259,2,2,1,2025-01-08 09:00:00,2025-01-08 09:45:00,2025-01-08,9,Wednesday,1
260,2,2,1,2025-01-08 11:00:00,2025-01-08 11:45:00,2025-01-08,11,Wednesday,1
261,2,2,1,2025-01-08 15:00:00,2025-01-08 15:45:00,2025-01-08,15,Wednesday,1
262,2,2,1,2025-01-08 16:00:00,2025-01-08 16:45:00,2025-01-08,16,Wednesday,1
263,3,3,1,2025-01-08 09:00:00,2025-01-08 09:45:00,2025-01-08,9,Wednesday,1
264,3,3,1,2025-01-08 10:00:00,2025-01-08 10:45:00,2025-01-08,10,Wednesday,1
265,3,3,1,2025-01-08 11:00:00,2025-01-08 11:45:00,2025-01-08,11,Wednesday,1
266,3,3,1,2025-01-08 16:00:00,2025-01-08 16:45:00,2025-01-08,16,Wednesday,1
267,5,1,2,2025-01-08 10:00:00,2025-01-08 10:45:00,2025-01-08,10,Wednesday,1
268,5,1,2,2025-01-08 11:00:00,2025-01-08 11:45:00,2025-01-08,11,Wednesday,1
269,5,1,2,2025-01-08 13:00:00,2025-01-08 13:45:00,2025-01-08,13,Wednesday,1
270,5,1,2,2025-01-08 14:00:00,2025-01-08 14:45:00,2025-01-08,14,Wednesday,1
271,7,3,2,2025-01-08 11:00:00,2025-01-08 11:45:00,2025-01-08,11,Wednesday,1
272,7,3,2,2025-01-08 14:00:00,2025-01-08 14:45:00,2025-01-08,14,Wednesday,1
273,7,3,2,2025-01-08 15:00:00,2025-01-08 15:45:00,2025-01-08,15,Wednesday,1
274,10,1,3,2025-01-08 09:00:00,2025-01-08 09:30:00,2025-01-08,9,Wednesday,1
275,10,1,3,2025-01-08 13:00:00,2025-01-08 13:30:00,2025-01-08,13,Wednesday,1
276,10,1,3,2025-01-08 16:00:00,2025-01-08 16:30:00,2025-01-08,16,Wednesday,1
277,12,2,3,2025-01-08 09:00:00,2025-01-08 09:30:00,2025-01-08,9,Wednesday,1
